	A01	A02	A08	A09	A107	A11	A13	A16	B03	B13	DC05	DC13	DC16	DC23	DC25	DC26	DC27	H01	H02	H03	H04	H11	H12	H13	H16	H19	H22	H23	H24	H27	H28	H31	H32	H34	H46	H47	H48	H49	H50	H54	H60	H63	H65	H69	H73	NC150	NC151	NC152	NC159	NC173	NC183	NC185	NC201	NC210	NC307	NC308	NC317	NC318	NC326	NCF004	NCF026	NCF041	NCF044	NCF051	NCF055	NCF106	NCF168	NCF171	NN0897	QM01	QM03	QM04	QM07	S02	S05	S08	S11	SK02	SK03	SK08	SK11	SK12	SK14	SK20	SK22	SK27	SK43	SK44	SK51	SK54	SK56
SK47_contig-120_59																																																																																											
SK47_contig-120_63		0.0	0.0			0.0	0.0				0.0	0.0	0.0	0.0			0.0	0.0		0.0		0.0		0.0	0.0			0.0	0.0		0.0		0.0	0.0				0.0	0.0	0.0			0.0		0.0					0.0		0.0	0.0		0.0		0.0	0.0	0.0	0.0					0.0	0.0	0.0		0.0	0.0			0.0	0.0				0.0	0.0	0.0		0.0	0.0	0.0	0.0	0.0			0.0		0.0
SK47_contig-120_67															0.2238259799537871	0.0373402550424538											0.271267018556462																						0.5930466064733624																						1.7905509171014304																				
SK47_contig-120_68	0.0239401835932527			0.1449308840973631				0.0378897587253103	0.0207948414299653				1.358639599054124										0.0017275838741118					0.1444924661784297						0.0124610728855945										0.4166324437369086															0.3681589932025659		0.0319920094551527								1.1832355019960183	0.1272647076490435				0.027796187946254			0.0367061111818715														
SK47_contig-120_69	0.0			0.0				0.0	0.0																																																							0.0												0.0			0.0										0.0		
SK47_contig-120_678																																																																																											
SK47_contig-120_787																																																																																											
SK51_contig-120_0	0.0034466020778588							0.0013986881699157																																																													0.0002934332054995									0.0				0.0006780738738313			0.0077969141037211				0.0432952635851597		
SK51_contig-120_1	2.407986658860118				0.7758775745251312	0.3437382656480781		0.938534570873128													0.391223180080653		0.3672386044845886																					0.519238072603122							0.3367873478661582														2.894757824160361																				0.2157516185778563	2.2387738808472646			23.01315009216493		
SK51_contig-120_4	0.007536480063282	0.0						0.0005679938364946	0.0	0.0	0.0005799198019804			0.0			0.0				0.0					0.0				0.0				0.0				0.0													0.0				0.0		0.0016826494505632		0.0	0.0	0.0		0.0				0.0					0.0		0.0	0.0				0.0	0.0	0.0								0.0405294529300693		
SK51_contig-120_7	0.0	0.0				0.0		0.0													0.0	0.0									0.0			0.0	0.0		0.0	0.0													0.0				0.0		0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0				0.0	0.0	0.0	0.0			0.0	0.0			0.0	0.0		0.0							0.0		
SK51_contig-120_14	0.1454247711702258							0.0688571916299891																	0.1023957619066836									0.1190988265548256							0.0072912410437661				0.0131088094541395									0.0384558850295978			0.3399758595344676		0.023437123384241	0.0163781032048634	0.0163651056609274	0.0008492127312539																											2.6523126767921488		0.0424170279719376
SK51_contig-120_17	0.3252630378082151							0.5979725683645327																																																																																0.1003652597907072	5.84341677011505		
SK51_contig-120_26	0.4496553901127688							0.5278232663343326																																																																																	5.30848895807134		
SK51_contig-120_28	0.1259596820583674				0.002317285978781			0.0650254835094724																			0.0048049317059341																																													0.0051745808445784													0.0011355926046504	0.1928879460371731			1.847026152534231		
SK51_contig-120_35	0.0	0.0			0.0		0.0	0.0				0.0										0.0		0.0	0.0		0.0				0.0	0.0		0.0	0.0		0.0			0.0					0.0						0.0			0.0					0.0	0.0	0.0			0.0	0.0			0.0	0.0						0.0								0.0					0.0	0.0	0.0	
SK51_contig-120_39	0.0			0.0				0.0																				0.0																																				0.0							0.0																		0.0		
SK51_contig-120_54	0.8225005085880054							0.5289750277643197																																																				0.2110387919909503																													10.894588794836016		
SK51_contig-120_57	0.0332497633536285	0.0479832304375285		0.0054322389919121				0.0123820910094068																																0.0		0.1200236236611715																														0.8533854998794536																	0.3629523059524086		
SK51_contig-120_63	0.0175465491132979		0.0	0.0			0.0	0.01708963212802																							0.0								0.0											0.0					0.0131073658019128																													0.0					0.2418838890323193		
SK51_contig-120_66	0.0483384207392567		0.0027282620364451			0.0251941791255251		0.0218584204949058				0.0015760053227138																		0.0			0.0							0.0				0.0	0.0	0.0	0.0								0.0		0.0100728954791497							0.0			0.0																						0.675145243787455		
SK51_contig-120_75	0.0043085683470315																																																														0.0030906826451531																				0.0059001592825539						0.0791930281152705		
SK51_contig-120_413	7285.642388036606							1237.0564395071442	81.8459793932661				0.2948395118723265																										0.6382763497981837							0.5662317607537065					0.0525493304936611																0.7956700642071807			0.0490361448793892								0.342332499206383	2.1892759535446342					31.34774942869389				0.3152628557051186	12.18870071947695		
SK51_contig-120_509	0.0218024995818681							0.0																																																																																	0.1988275733428443		
SK51_tig00000001_pilon	0.0			0.0				0.0	0.0																																																							0.0												0.0			0.0										0.0230420128828816		
SK51_tig00000002_pilon	0.2004326509083863	0.0						0.1004239892447006	0.0	0.0048101226595196	0.0		0.0			0.0				0.0039349311239989							0.0											0.0		0.0					0.0																0.0	0.0	0.0	0.0		0.0											0.0					0.0	0.0	0.0					2.846727713342637		
SK51_contig_163_pilon	4.210429673122083							1.5068765023191315																																	4.984205162811509																																																30.72568126993451		
SK51_contig_171_pilon	10.685634348794409							3.405870143728932																																																							0.0971935292702754																										114.0171448235364		
SK51_contig_189_pilon	0.0							0.0														0.003272577948011																																																		0.010277641311801							0.0			0.0006060453303							0.0		
SK51_contig_200_pilon	0.2342088837301456	0.0						0.0793912323497618	0.0	0.0022762596843124	0.0		0.0			0.0				0.0							0.0											0.0		0.0					0.0															0.0	0.0	0.0	0.0	0.0		0.0											0.0					0.0	0.0	0.0					3.1848047359317952		
SK51_contig_246_pilon	2.341510134237522							0.9672298065296638								0.1384980087909078										0.6430286834949547						0.122112996465857							2.9615625828946825						0.208665637907526												0.5146738298138221																												1.6428399194653738				20.609593170663096		
SK51_contig_258_pilon	0.0764735684935898	0.0	0.0	0.0		0.0015483258508627		0.0334935569737727	0.0		0.0		0.0					0.0		0.0016901915547611			0.0				0.0	0.0	0.0	0.0	0.0			0.0	0.0	0.0	0.0	0.0		0.0		0.0014358600428702	0.0		0.0	0.0	0.0			0.0	0.0	0.0	0.0		0.0		0.0		0.0	0.0		0.0	0.0		0.0		0.0		0.0031939414236947		0.0	0.0	0.0	0.0	0.0					0.0	0.0	0.0		0.0		0.0	0.0	0.0	1.16590276406046	0.0	
SK51_contig_288_pilon	5.724183450315	3.8343202089863806	0.5131683921620596	20.905654483349203	2.0734198369182706	1.2575964291513746	2.9902400808351977	2.2040597037980234	1.6992545891268174	1.1742874475028362	0.4323792701401972	0.9252888178674468	6.401647041036543	4.78569929589346		2.256780423537404	4.358290276587583	5.759075011581561		2.204648466441042		18.30413171993701		8.960439198853935			3.114184557582926			2.791274084828603			1.7330585170721602	3.915053838915579	5.66658430499616	3.4018265557016134		1.0877002910918772	4.418400533262528	11.580606437417778				2.6789396679602526	0.6722204609622499	2.4278755210954808	2.8368867956367083	0.6910002223837611		2.610569365671822	3.5550588795974343		0.2828178877326466	2.045300464614164	8.926157637699125		0.8493883256638722		1.3767713740315517	3.894094471919824	0.7523795203738181	2.1877841626125574	2.8702946469426776	0.2696956596816994	0.3578157876319787		2.0926508993860007		3.802872601753928		15.152611277007246			0.75089616908079	0.7060843135197239					0.1043585119471329		13.466052666175068	0.6635444627654582	9.159567023267115		1.4747904787733492	1.1556511666617098	3.909419606916214	49.258395786984615	7.590404483660648	18.49323219611112
SK51_contig_342_pilon	0.0303958938182553		0.0			0.0		0.0131201213359849				0.0																		0.0			0.0							0.0				0.0	0.001550337684001	0.0	0.0								0.0		0.0							0.0013867557123419			0.0014176133351651																						0.3179243893011917		
SK51_contig_353_pilon	0.0715430644094293				0.0011616294413862			0.0285934602991035																			0.0																																													0.0													0.0	0.1140915179884601			0.8454309718110699		
SK51_contig_373_pilon	0.1154315298188095	1.0640903852282113		0.0699268122215043				0.1491360807858047																																0.031287889697169		3.2438639314449																														0.6320775681576111																	0.7275555858817143		
SK51_contig_381_pilon	7.243383332491461							2.9090858498494803								1.0530241563703486																							2.7068549996546616															1.9296415613677385							0.689736296149386						0.7299130812251795																	1.60104641348476					79.48688119823221		
SK51_contig_412_pilon	0.042880179539217							0.0																																																																																	0.3637629440104293		
SK51_contig_422_pilon	0.5365552590592211							0.621898535025433																											0.0191539510468274				0.052752449198752						0.0156210446195342																			0.6446438474902894											0.0179569063470023														7.218412344937179		
SK51_contig_444_pilon	2.452343417205692	3.7510800306752072				0.3991265109931713		0.8986490901165265	1.348023515045799																		45.58488325496522			1.6795993906512228				3.621356972927685												2.354809199518501	2.932366417977702								8.272965844965752				0.2888386905312701	2.652125153884521					0.2767886003616558																			4.582294751424461					18.218052112557316		
SK51_contig_451_pilon	1.7253426606256286							0.6745063101890475																	0.4734844014297679																0.0504040430581709				0.0916622657614764									0.2921714555792107					0.0513812948489134	0.1615553101255277	0.0803827572617128	0.0600102909315148																											21.52131092154622		0.1694201210528802
