	A01	A02	A08	A09	A107	A11	A13	A16	B03	B13	DC05	DC13	DC16	DC23	DC25	DC26	DC27	H01	H02	H03	H04	H11	H12	H13	H16	H19	H22	H23	H24	H27	H28	H31	H32	H34	H46	H47	H48	H49	H50	H54	H60	H63	H65	H69	H73	NC150	NC151	NC152	NC159	NC173	NC183	NC185	NC201	NC210	NC307	NC308	NC317	NC318	NC326	NCF004	NCF026	NCF041	NCF044	NCF051	NCF055	NCF106	NCF168	NCF171	NN0897	QM01	QM03	QM04	QM07	S02	S05	S08	S11	SK02	SK03	SK08	SK11	SK12	SK14	SK20	SK22	SK27	SK43	SK44	SK51	SK54	SK56
H48_NODE_72																					0.0									0.0				0.0			0.0																						0.0																																
H48_NODE_73																																					0.0																																																						
H48_NODE_74																														0.0174691894042581							0.035978626292764																																																						
H48_NODE_76																														0.0							0.0103010715950961						0.0																																									0.0011701878456609							
H48_NODE_77																																					1.588286125813675																																																		0.3287774588333632				
H48_NODE_78									0.0			0.1034786662733758				0.0				0.6814817347771757															0.0	0.0	0.056827881307956									0.0060725685626371	0.0															0.0		0.0		0.0					0.3673905060869003	0.0												0.0		0.0173534017731208	0.0				
H48_NODE_79										0.0							0.0013601302402771		0.0					0.0			0.0			0.0				0.0		0.0	14.456787906856617								0.0026507591026615																										0.0152376624045768	18.182032262928807	0.0013102230283259											0.0		0.0	0.0				
H48_NODE_80	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0								0.0	0.0				0.0037884644814047	0.0072667841307603	0.0		0.0027278016046094	0.0	0.0038325944163958		0.0		0.0	0.0026083743772389							0.0	0.0	0.0	0.0	0.0	0.0								0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0036605368124672				0.0	0.0								0.0						0.0	0.0		0.00126104285565	0.0006028093530175	
H48_NODE_81										0.0												0.0															0.0																				0.0			0.0			0.0	0.0																											
H48_NODE_82																																					1.922829342973104																																																						
H48_NODE_83																																0.0					0.0			0.0																															0.0															0.0		0.0			
H48_NODE_84																																					0.0																																																						
H48_NODE_85	0.0528944627402283		0.0516441435911616				0.0172630346592748	0.0692815853971929	0.441796348544678	0.0430938815436671		0.0804789337095462		0.1239200816116619		0.1035650100732612	1.5178348911754165			8.035557008992981	0.0044722271152833					0.1342883339422149		0.5090544968031799		0.1910584865875678		0.6152554879984946	0.0877532279624217	0.0455702498146164			3.037782183999224					0.0822823126425653			0.0613998814671825	0.0037619914143781	0.0076346123383847				0.3568943810958414								0.1775987407107027		0.0415982405033017										0.0335126119447816	0.8103743817517267		0.0338836321247306	0.0148063652305044					0.1653914141659029						1.9434147974786624	0.2885803226619244	23.394638609249157			
H48_NODE_87																0.8953882948538415																					12.835810695914205																					0.7837667224771719																																	
H48_NODE_89																																0.0040305645448117					0.1837882513859986																																																						
H48_NODE_91												0.0690545693758869																									0.0																																																						
H48_NODE_94										0.0082209614341726											0.0056308606959786													0.0152737766572284			0.0937448461156136		0.0							0.0138151476634237	0.0120156684346186		0.0										0.0	0.0081901283950223				0.0						0.0030143149645201																					
H48_NODE_95	0.0	0.0			0.0055149476116941		0.0	0.0067875102837627				0.0			0.0006763170015883		0.0148153422490979			0.0	0.0075711224796633	0.0096919254718643				0.0027324446976014	0.0028588343086093			0.0324627184995268	0.0			0.0870580036643635	0.0279490481510726	0.0492807631538702	0.0613774168711053		0.0030119839470219			0.0076818401553158	0.0055132213152218		0.0014436817211652	0.0033170574460032	0.0107706562466245						0.0012967638353073				0.0		0.0148147006093794	0.0068826584148102						0.0039872343994059	0.0		0.0014239634986301				0.0		0.0	0.0	0.0				0.0		0.0			0.0067707558261237	0.0875262353390269		0.0013642980743051	0.0013043357500662	
H48_NODE_97			0.0		0.0		0.0		0.0			0.0	0.0			0.0							0.0				0.0							0.0	0.0	0.0	0.0								0.0	0.0	0.0			0.0		0.0			0.0		0.0		0.0	0.0	0.0		0.0		0.0		0.0		0.0		0.0		0.0								0.0					0.0		0.0		0.0	
H48_NODE_100																																1.2084557133162468					2.012531049137153																							0.3036619054134259														0.0722264681664356												0.4474051487510676			0.4782428615088017		
H48_NODE_102																							0.0							0.0		0.0		0.0			0.0028874215834739	0.0																					0.0																								0.0013520422345846								
H48_NODE_103	0.0			0.0				0.0																										0.0			0.1631028512887742									0.0123247941499861	0.0055582279065113												0.001609509167524	0.0071036310501827			0.0											0.0																	
H48_NODE_107	0.0249532642776614					7.493085376956876	0.1374642772550418												0.9734501112578662	2.1993548933613982	0.1195571565196227						0.0119885655538674			0.1082875406958292	0.0196416552205297					0.0339714471294621	2039.829323739812								0.3344891054999492					0.0659060357815866	0.3041416742622092					0.2908317131665168		0.2784387176771934	0.0179837478522521	0.1320460917029078																						0.4139673621411797					0.0840555598508415	0.0	0.017163614746297		
H48_NODE_109																																					0.0059674478195843					0.0013537027298081																																																	
H48_NODE_110																																	0.0				0.0014994429270462																			0.0014926810043746		0.0015012883698605										0.0					0.0															0.0027196677818245			
H48_NODE_113																												0.0248777424538063						0.0014355677192846			0.0120986711765831																				0.0028736084946875		0.0033429324904602																																
H48_NODE_116																																					3.1376410518913795																																																						
H48_NODE_118	0.0056336878440008																																				0.010812168018763																																																						
H48_NODE_119													0.0290011096096567																								0.3514350221466408								0.0094834639179068																																														
H48_NODE_120																																		0.0			0.0																						0.0													0.0											0.0								
H48_NODE_131									0.0							0.0	0.0																			0.0	0.0										0.0								0.0					0.0							0.0		0.0																						
H48_NODE_132	0.0				0.0386123633325094				0.012937594146355			0.0034992726025648					0.0194214430479764				0.0468053506888739													0.0			0.0538079504496789									0.0047436360490673	0.0064178459969546					0.0							0.0306641082978911	0.0																															
H48_NODE_135	0.0197191098500293			0.1557463765565659		0.0211599279506124		0.0017338405845858													0.0483502745384905																16.681489384475533					0.003270488900142																																																	
H48_NODE_208																																					2.610810768534401																																																						
H48_NODE_263																																					0.0497867157185641					0.0																											0.0811650251597236																						
H48_NODE_855																																					0.3525541753421673																																		0.1120867632086669																				
H48_opera_contig_3																																				0.0	0.4739156463704263																																																						
H48_opera_contig_4																																					0.5667941683778541																																																						
H48_opera_contig_5						0.003358062394405																															3.0658957259722026																																	0.4476249083236406		22.105139814424163											0.388365508303396								
H48_opera_contig_6	0.0041333530309075	0.001836278150574				0.0012672471815212		0.0037381679923232													0.0021717376334298	0.0391435135762358									0.5675065014125906			0.0098351819337018	0.1849826734118657		0.1741962083722645	0.0245365126650728													0.1062629666030421				1.3067564936640446		0.4023593359958338		0.0050099614241159	0.0006317616797302	0.1496086954234722	0.002489543762634	0.001270712030736	1.019390618842945	1.661421559635453				0.4195666429071966	0.0251116329420296	0.6890440754756674	0.0			0.0029958545407486				0.0006025857502336	0.0443922708411536		0.0006040789043397							0.0832775567376732		
H48_opera_contig_7											0.0059797569574478							0.0380823335179378				0.1115058157587208	0.0192268888457449	0.0152298571821539		0.0											0.0601984859053997	0.0151747275519277				0.0																				0.00260033264802	0.0033181521342878					0.0594674523508907	0.1003442296802927		0.0007233243175425																				
H48_opera_contig_9														0.0			0.0093744610794031													0.0007780644642517							0.0814679606030262																																					0.003150710658401																	
H48_opera_contig_14																					0.003005215703104					0.0		0.0									0.0412204322606278																																		0.0067079567608492																				
H48_opera_contig_15		0.0008714920309201		0.0							0.0							0.001702004787273				0.0															0.0488661918341197			0.0												0.004015947409369														0.0130273190038212				0.0							0.0										0.0				
H48_opera_contig_16														0.4981579755905128			2.409078207683297																				4.804774799546198																																																						
H48_opera_contig_17												0.0234647170775898																		0.0120425997405442							0.1281083437551628																																																						
H48_opera_contig_18																																					0.0733035572616402							0.0144585847315032																																															
H48_opera_contig_24				0.0037964741022721																																	0.0769524823977163																																																						
H48_opera_contig_25																												0.0019028350609966									0.4360641803103058																		1.394001879378146																																				
H48_opera_contig_27																				0.0494956128717799								0.0279002503558796						0.002932465839275			0.1791781126085223																						0.0																																
H48_opera_contig_30																																					0.2250377593133626																																																						
H48_opera_contig_31									0.0															0.0						0.009635225358971			0.0			0.0	0.0184267616111037		0.0			0.0							0.0								0.0			0.0				0.0				0.0								0.0033612969033608															
H48_opera_contig_34																								0.0255032627543837				0.0773044054620333					0.0538775877237561				0.3126112177254938			0.043589806647677					0.0065156176559367																																					0.0324018122007556									
H48_opera_contig_37																																					2.7261796499496604																																																						
H48_opera_contig_38		0.0081061909654917																			0.0											0.0					0.0539064426130986																										0.0											0.0																	
H48_opera_contig_39																																					0.0111281649348484																																																						
H48_opera_contig_40										0.0				0.0			0.0						0.0									0.0					0.0139203413429881						0.0																	0.0		0.0							0.0			0.0		0.0												0.0					
H48_opera_contig_41																																					0.068937173668994																																																						
H48_opera_contig_43																																					0.2711373439109341																																			0.0014019563084041																			
H48_opera_contig_44																														0.0							0.029100114591859						0.0																																									0.0							
H48_opera_contig_45	0.0	0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0012516290051115								0.0	0.0				0.0125881320140349	0.0006585198908987	0.0		0.0	0.0	0.0		0.0049362283535599		0.0	0.0338012375565645							0.0	0.0	0.0	0.0	0.0	0.0								0.0		0.0	0.0	0.0		0.0	0.0	0.0		0.0				0.0	0.0								0.0						0.0	0.0		0.0	0.0	
H48_opera_contig_47												0.5678517998296019																									0.1047505387877586																																																						
H48_opera_contig_48																																0.0012965719749602					0.09265374803104			0.0																															0.0594499846649215															0.0		0.001200385865406			
H48_opera_contig_51																																					0.0175477969248092																																																						
H48_opera_contig_52	0.0					0.0954468929749548			0.0012263727850408		0.029278749317206		0.056740087492781			0.0116192854226001										0.0314845619888332				0.0170023315122362	4.9698320164891285						0.3285459526963241							0.0196748042584228		0.0738934606863365	0.0762727172741015	0.2230031097557971				0.1020906273727214					0.0218818086888669			0.1394452419675881		0.0136724717144658				0.0727428642234951					0.0420165008109686		1.4019001519008705				0.0363675922201942						0.052020951399376				0.0397762349014724				
H48_opera_contig_57																												0.0026593288376563									0.2054323718502677																																																		0.0149659099368136				
H48_opera_contig_58																				0.0						0.0947803048397563		0.0013531077620427									0.123055406057815																				0.0013285195276402			0.0					0.0040962832517919																						0.0				
H48_opera_contig_60																																					0.2464328198914097																																											0.0500747012377252											
H48_opera_contig_61			0.0		0.0013802627216553		0.0052245139803428		0.001278609227178			0.0014697755468757	0.0108794279673235			0.0013460222550208							0.0089227895257883				0.0128789915381106							0.0080450168216024	0.0044178913842169	0.0	0.1031151715476282								0.0	0.0039848740352994	0.0			0.0026780546829638		0.0			0.0013897679669521		0.0		0.0	0.0	0.0013769614467204		0.0		0.0		0.0013215490986064		0.001425539368671		0.0015105573310605		0.0								0.0					0.0		0.0		0.0026115584612573	
H48_opera_contig_62										0.0											0.0													0.0013398705887035			0.025407349490937		0.0							0.0	0.0026937028179487		0.0										0.0	0.0				0.0						0.0																					
H48_opera_contig_63										0.2700799273172999												0.0085007589841259															0.3102744881457618																				0.0012597377014967			0.0			0.0221161669731	0.0																											
H48_opera_contig_65																							0.0							0.0302177143190874		0.0042456255975462		0.0			0.0346736851985611	0.0																					0.0																								0.0081180190460347								
H48_opera_contig_66	0.0025420560542601							0.2199389155428438																			0.0028242733005609			0.0							0.5422339254183881																				0.0026486037964318							0.0025514839951465								0.0045623220314103		0.0065588903720895															0.0269560961519385		
H48_opera_contig_70												0.0045398374747356																									0.7482610185088511				0.011369594121439							0.0					0.0									0.0125800859115785							0.0029354672833597																						
H48_opera_contig_83	0.0012753034386682											0.0443860641825769		0.0			0.0				0.1688569453599151														0.0		0.0699303163175584								0.0					0.0														0.0115202993912658								0.0358584033274017		0.3533971649947046	0.0012940760192987															0.0	
H48_opera_contig_84	0.0	0.0114147766377876		0.0							0.0088969950455321	0.0015707170051669					0.0190204251984843																		0.0015737679899311		0.1245376266664966						0.0																	0.0058907893067669				0.0241774477341406			0.0706155319686911			0.2601672672826131				0.0		0.0029371979615043								0.0				0.001368997192064			
H48_opera_contig_87														0.0062000121247212																							0.2686133106622832														0.0335415877299896																																								
H48_opera_contig_91									0.0							0.0	0.0																			0.0	0.0301782126788888										0.0								0.0					0.0							0.0		0.0																						
H48_opera_contig_92																																	0.0				0.0167324964398269																			0.0		0.0015230081816469										0.0					0.0															0.0			
H48_opera_contig_100																																					0.280488100768537									0.0013666294244367	0.0041601713227975																							0.0	0.0085478585473576																				
H48_opera_contig_191																							0.6879268283100439							0.0266668389399573		0.1654802786405483					10.49615961713274																											0.6169853263681566																						44.97108557629568					
H48_opera_contig_220																																					0.0610884000931311					0.0381088742258114																											0.6126541784337088																						
H49_contig-120_3																																						0.0																									0.0									0.0		0.0																0.0	
H49_contig-120_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002465212594271	0.0	0.0		0.0	0.0	0.0		0.0005061177252938		0.0		0.0			0.0			0.0			0.0	0.0	0.0			0.2487563997932971	0.0	0.0				0.0	0.0	0.0	0.0	0.0		0.0	0.0		0.0	0.0	0.0004662036325925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0115263023265979		0.0		0.0	0.0		0.0	0.0					0.0		0.0	0.0	0.0		0.0	0.0	0.0	0.0002290830649511		0.0
H49_contig-120_5																																						0.0																																																					
H49_contig-120_6		0.0	0.0		0.0		0.0			0.0						0.0										0.0		0.0		0.0		0.0		0.0			0.0	0.0	0.0			0.0	0.0					0.0											0.0	0.0		0.0	0.0				0.0								0.0					0.0		0.0	0.0	0.0		0.0		0.0			
H49_contig-120_8																																						0.0089655083569686																																																					
H49_contig-120_12		43.69482567370324	0.002702546230608	1.2598895526525882	0.0158335839276103		0.0130408972236698		0.0966966753151012				0.0306228529782411					0.0060931834661462				0.0126418520332783	0.027800703154074				206.86759445123303	0.0255517382704188		0.1540805307403055	0.15288324692059	0.0764237676860504						420.8825660308032							0.0079826828354602	0.0022573923025785	0.0020042610514042			0.0878965105856834	0.0231545714017054	0.0308454288256422			11.918291374241903		0.0057016864519478			0.036885937458372	0.7745749923929268	0.0161504564624943	0.0117764431016278	0.9988320917261658	0.0035160526035424						1.2354399828799398			29.16449900490036	0.0133268944100045	0.5981663290564614	0.0		0.0100521360730812	2.9892151032486423	152.05807398955974		0.7612765966366277					18.550410334389028			
H49_contig-120_16																	0.0				0.0									0.0				0.0			0.0	0.0				0.0								0.0			0.0				0.0		0.0	0.0			0.0	0.0			0.0					0.0					0.0			0.0			0.0	0.0					0.0		
H49_contig-120_20		0.0				0.0																	0.0			0.0				0.0								0.1137568668819005				0.0																							0.0008669266845125									0.0							0.0185957689625304					0.0	0.0				
H49_contig-120_23				0.0																											0.0						0.0	4.882028716811366		0.0									0.0		0.0									0.0			0.0							0.0146786571156849										0.0											
H49_contig-120_24		0.0			0.0	0.0					0.0																0.0				0.0							0.0					0.0																	0.0							0.0																							0.0	
H49_contig-120_34																																						55.37885244007248																																																					
H49_contig-120_43		0.0							0.0	0.0		0.0			0.0	0.0						0.0	0.0	0.0					0.0		0.0			0.0				0.0	0.0								0.0				0.0								0.0		0.0						0.0		0.0	0.0						0.0	0.0	0.0					0.0	0.0		0.0		0.0			
H49_contig-120_47												0.0041766062072544						0.0135844420854706																				0.5669995558178443								0.037745558420663	0.0555358024153833									0.0026639006729949		0.0013396308679182				0.0038578521219823				0.0006301618871611		0.0189733076159085										0.001264891998182		0.0											
H49_contig-120_51									0.0												0.0						0.0			0.0	0.0					0.0	0.0	0.0		0.0								0.0			0.0												0.0																												
H49_contig-120_54		0.0294073881664746	0.0050946304124001	0.1665379465912395	0.002763726258692		0.0889197202268942						0.1313852639757451	0.1026896577893756	0.0		0.1551713749115318				0.0									0.0	0.0			0.0	0.0014743379690264			0.3299602768502737		0.0037231547714431			0.0124328751898704			0.0	0.0			0.0067028996847824			0.2151010436662633		0.1113103516741563		0.0			0.0110372232731477			0.0013875022861763		0.0					0.0			1.1107121167211356	0.0113121508417447		2.54319124556646		0.1303497114694497			3.4695822471190003	0.0125323881178802		0.1593631217456399	0.0250558808423578	0.0				0.0307213919645144	
H49_contig-120_55			0.0							0.0		0.0																			0.0							0.0										0.0			0.0									0.0	0.0																														
H49_contig-120_57	0.0		0.0013090744591184					0.0								0.0										0.0								0.0				0.0072464860978464																			0.0027618147743831		0.0																												0.0				
H49_contig-120_61																	0.0															0.0						0.0		0.0																	0.0																																		
H49_contig-120_62											0.0							0.0		0.0												0.0						0.0	0.0			0.0	0.0							0.0						0.0		0.0									0.0							0.0									0.0	0.0		0.0					
H49_contig-120_64										0.0				0.0		0.0	0.0										0.0							0.0				0.0																					0.0					0.0	0.0													0.0													
H49_contig-120_67																						0.0																0.0	0.0																																																				
H49_contig-120_71														0.0		0.0	0.0					0.0				0.0										0.0	0.0	0.0						0.0						0.0			0.0							0.0		0.0	0.0								0.0																				
H49_contig-120_77		0.0				0.0																								0.0						0.0		0.0					0.0		0.0																												0.0008467169439047					0.0								0.0					
H49_contig_116_pilon	1.1644154941835374	1.7923053655528856	6.978326360306417	5.325977752489603	0.9759582784032546	2.405601745260215	1.0111863028406405	0.4143891681871184	1.2373515910500696	1.240845471184802	0.6069390226975596	0.8177938483003833	6.700643199365797	3.5299392266937515	1.581778762386718	2.090624565214605	2.0674992118333733	5.543949073828295		1.0839198481225556	0.6070742845611861	7.898291398800109	0.6170076186894551	3.918857264093219	9.401481226638785	3.0999453790827345	1.4121650016315526	1.32824456784623	0.1373197603188434	2.5181103595745142	1.7385737804177308	0.3909590996849892	4.042208315003163	3.2530906937076742	1.4246547280591808	0.9555182681734724	1.5418314576997172	8.760432200960734	2.3292639813377995	0.5931450628961811		2.740550633214279	0.8787733762462588	0.8305057762580043	0.8135930793471754	1.3025559060600786	1.5570320732695986	0.1702913840237269	0.983139510455108	1.6666784799664225	0.765105636763816	0.4046440821812051	0.787865167764307	0.6834214629880021	1.183014577035355	1.0698497650485268	0.6330844659741912	1.2700011036539427	0.8189321732186551	1.533519800467091	2.465073965439248	2.050831193947814	2.3116446621272786	0.3140721773783777	0.389289397308942	1.4816877559008312	1.8807922668840804	3.759221036901229	4.2218815499755005	5.345259331132363	5.088431197031074	1.854744781769139	5.124902034505967	0.8831398497286085	0.4559749680631427	0.3831669019790166	0.2449701177725297	4.089877164465083	3.84152453280109	0.4019612828429904	0.7555709411659091	5.611286595049209	1.6541423638121744	2.73579923875216		1.29632339182915	1.5634836171156723	3.037523721353194	5.973697763157181	4.459875394820531	8.666580397134478
H49_contig_125_pilon																																						799.2517775096434																																				0.7550508809404131												182.2570683945192					
H49_contig_131_pilon																																						0.0016706664193834																																																					
H49_contig_133_pilon		0.0								0.0006164558129365													0.0006627547963428								0.0008255600060122							7.635444500061565																																					0.0																
H49_contig_135_pilon		0.0			0.0	0.0					0.0																0.0				0.0							0.0					0.0																	0.0							0.0																							0.0	
H49_contig_146_pilon																															0.0034297132446558							10.074357509107877																																																					
H49_contig_154_pilon					0.0132836569117775				0.0283022890299477							0.0025908252901115															0.0066854758419159			0.4645517478562823				6.272560376566227													0.0192535066363859						0.1033226422418013		0.0112685176056361		0.0967387635771358		0.002667573067471				0.0292527722786547		1.1366522602384823			0.1030784790387993											0.0038193275894758							0.0012566827336605	
H49_contig_155_pilon		0.001186092325314								0.0024576297743903		1.188174979999343	0.0012081032902463			0.0					0.0021041594424038						0.0095342954298567				0.0	0.001843786533737						1.1160801363975328		0.0033036635575405		0.0056931466604454		0.0						0.0452023521748749			0.4791817509061761							0.0373382881434373	0.0012232346474993		0.73070007708811		0.0116402419164192				1.5703226459930877				0.0050769719429484	0.0						0.0033955983020345		0.0175584515038687	0.0	0.0034211500343033						0.0011599993599633	
H49_contig_161_pilon	0.0353023243383971					0.0006764600477575		0.0019954444053898													0.0032459827419754		0.0882528356379118											0.0114844784632219				2.066844942780809																					0.0003820473220152												0.0918609924606143	0.0045255990946818														0.0590520577703804	0.0006547489801323				
H49_contig_167_pilon	1.9298671518423904	6.905593636511052		10.53089194932402	1.1194340121416315		1.7601145267960416	4.329240671509772	1.9857342084699796	1.0202245709797726		1.1172374311062152		8.450878019065723		4.007477057962387	5.91495586758759				1.8269841129929312	13.132511318735862				8.298667853187444	2.731693054907217	1.75062149556		4.842519728362787	1.4361055081420906			5.30551510370373		1.2312166828149345	2.3779250475971527	4.817360224772934	7.614652223006417	1.3963913745564571		31.672213378212884		1.2017018330174556		2.4853568287256604	3.0238799912098977					0.7036737357114833					1.4900335013405737		2.2021140904796903	3.0500711189811103			2.275773944632197	1.5279098855055109	0.3996366813719861		3.414257837767209		10.198644776988298		3.47545985529125						0.5542866963053077						1.680406618325359	5.069219953854296		1.7169012671545332	1.8461352590976643	5.273764016362248	10.018917794026418	3.914657320443335	
H49_contig_174_pilon					0.9326172370939848	2.36414675256254			1.1775349118496587	0.985179660492698	0.434537549596155					1.9737326680759435					1.1027010659256904	10.7802309821144												9.126713620913614				5.341692329405561			0.0238041524060512	1.1851191138741255									0.5878417833873589	0.5626572504564015	0.6402894348071827		2.105750153010949				2.166231488298879		0.8154700622444984	2.446757686832964	2.7164382334398947	0.3247549080987462		3.6159117656147575					1.4085794476406968			0.6427341820207515		0.797068594188652	0.337507320382993					9.404610300825656		3.4254686373633665		1.7441158372143497	1.9608302171678125				
H49_contig_197_pilon		0.0055895698719825	0.0		0.0		0.0			0.0						0.0										0.0		0.0		0.0		0.0		0.0			0.0	0.0439553340800139	0.0			0.0	0.0036760299020405					0.0											0.0	0.0		0.0	0.0				0.0								0.0					0.0		0.0	0.0	0.0		0.0		0.0004875406487194			
H49_contig_206_pilon			0.010749574041988		0.0024011689299269	0.0219830283278954	0.0259680182552971					0.001461079762675				0.0016725733064324													0.7336388011678294				0.0148503704852567	0.0066645160511126				91.03864033764069					0.0085729189740437						0.0003346670597774				0.7434998373456472				0.0036686410972137		0.0003879828680523	0.010959215458911	0.0102661109109325	0.015520074889957		0.2032118000151905					1.659430310422089		0.3793468195458073					0.0088795827515871				0.0015832153094586						0.0650231091548055	0.0044882185126342	0.0235586427021692		3.1961327590127664	
H49_contig_215_pilon																															0.3227145427101193	0.5780780647247782						1043.3277990766549																																		0.2009729911780235																			
H49_contig_222_pilon		0.0	0.0	0.0006023631857248	0.0012395439386566	0.0012412086583304	0.0		0.0051671434116631	0.0	0.0062303915673866		0.022593731835915	0.027698485383255	0.0	0.0	0.0233093553808873	0.0					0.0	0.001241859057249	0.1912865261718962	0.0				0.0	0.0			0.0	0.0	0.0	0.0006342637343257	0.0063243034959247		0.0		0.0	0.0024783118698227	0.0		0.0	0.0		0.0	0.0084175877472603	0.0018585633620828		0.0	0.0	0.0031202002932975		0.0		0.0	0.0	0.0	0.0006095975825656	0.0		0.0		0.0563737700677619	0.0389748147862809	0.0147223528856772	0.0		0.0145317116633531	0.0051323579448222		0.0011737191131447	0.0518329291631279	0.0	0.0				0.0023666668265341	0.0166317507109408	0.0034584722461138	0.0	0.0		0.0017256275103682		0.0	
H49_contig_234_pilon																																						2.911946138111148																								0.0361205459711129																	0.0				0.0								
H49_contig_24_pilon				0.3403370237033079																																		85.46869602326402																																																	0.3221152333973049				
H49_contig_251_pilon																																						0.0378807849488796																																																					
H49_contig_264_pilon									0.008228460946482									0.0					0.0071778014331899															0.3274395728900152								0.0010685236374785	0.0																														0.0022593676242268							0.0		0.0239916975745444					
H49_contig_318_pilon														0.0		0.0	0.0					0.0				0.0										0.0	0.0	0.0						0.0						0.0			0.0							0.0		0.0	0.0								0.0																				
H49_contig_324_pilon																	0.0				0.0									0.0				0.0			0.0	0.0				0.0								0.0			0.0				0.0		0.0	0.0			0.0	0.0			0.0					0.0					0.0			0.0			0.0	0.0					0.0		
H49_contig_330_pilon																		0.0																				0.7828481178976551																																														0.0087317212808027							0.0052713972080325
H49_contig_333_pilon	0.0	0.0		0.0								0.0014566170706998		0.0			0.0																	0.0983335693373834		0.0013395511346524		0.0907298652173357				0.0012702486794601				0.0	0.0												0.0030943825692825								0.0			0.0														0.0				0.0	0.0		
H49_contig_335_pilon																	0.0															0.0						0.0		0.0003967262552295																	0.0																																		
H49_contig_338_pilon		0.0			0.0															0.0025662144933171						0.0009305431084512	0.0				0.0					0.0		0.1341545232276501					0.0431835536906713			0.0	0.0																		0.0		0.0																							0.0	
H49_contig_339_pilon																																						46.90947097859982																																																					
H49_contig_347_pilon			0.00721532916744	0.0099240374670894	0.0272289338190086				0.0176565054150093		0.0431116461665734	0.0028994785171536								0.0104172986189417							0.0158792780327632					0.0150128433783258		0.0231447576096619				215.8944661264801													0.0088458217532358	0.0661485729505705							0.0315676589374936				0.0280235518986931				0.0299812696792782	0.0197574400488568	1.490120957728845						0.0196595120843615					0.035188760822526	0.0019897093417543						0.1095202136149045	0.0701273607573362			
H49_contig_348_pilon			0.0							0.0		0.0																			0.0							0.0										0.0			0.0									0.0	0.0																														
H49_contig_349_pilon																											0.2471017212612311											4.5445938195350175																																																					
H49_contig_355_pilon				0.0																											0.0008953071271769						0.0	2.8295319833583927		0.0									0.0		0.0									0.0			0.0							0.0										0.0											
H49_contig_357_pilon										0.0				0.0		0.0	0.0										0.0							0.0				0.0																					0.0					0.0	0.0													0.0													
H49_contig_362_pilon	0.0	0.0				0.0		0.0	0.0												0.0	0.0005822902087144									0.0			0.0006035121702931	0.0033141648756395		0.0	0.8244478962724913													0.0006210066795936				0.86605521999164		0.0006040320062595		0.0	0.0	0.0006197722213996	0.0	0.0	0.0087282476824414	0.0				0.1100407815477091	0.0054788077056827	0.0285559642528928	0.0			0.0005882667958218	0.0			0.0	0.0734052895159823		0.0							0.0		
H49_contig_365_pilon		0.0				0.0																								0.0						0.0		0.0					0.0		0.0																												0.0					0.0								0.0					
H49_contig_366_pilon														0.0			5.566139806628069														0.0009694096044451					0.0		2.8421154155017083																																																				0.0	
H49_contig_368_pilon																					0.6341714236440424				0.5500538902259006						0.0718602449595388				0.0537660794739249		0.0931161806957014	1.2798604838640384								0.2283363921551507	0.2781691989116473										0.0714530905295608						0.0323273691195859				0.1816078794025603		0.1387913940356172	0.1905745010908566	0.1754101778492853		0.0318780354359925																		
H49_contig_370_pilon																																						0.0878124544071233																									0.0									0.0005070276879223		0.0																0.0	
H49_contig_371_pilon						0.0					0.0					0.0																				0.0005194445555134	0.0005428426829402	1.544253458980284																																								0.0041055037646351							0.0358722028337901	0.0010419617630169					
H49_contig_51_pilon	0.0014543870252897	0.0022614344430943	0.1228224559655544	0.0310530563596767		0.3129112998887161		0.0015345572509026	0.0043313305598956		0.0289853894144676		0.0061424029885259					0.0883306355466441		0.0195919774682175			0.0117546493711689				0.0145426683002989	0.0100320494795324	0.0212207497614271	0.0400328072979185	0.0062752157202132	0.0140616452332332		0.0068131893767079	0.0041571531951407	0.0137362968923761	0.0071775208533573	8.211205042878953		0.0029394636929902		0.0	0.3170680255261414		0.0016319770877618	0.0	0.0			0.0075599981623483	0.086465163896642	0.0118104449998189	0.0080624341226918		0.0102004162543886		0.003788365514411		0.0017628358473015	0.0015560688580022		0.5189123155458535	0.0109544535334357		0.0		0.0059690543709797		0.0225356190170299		0.0102341246902103	0.1287719481467763	0.0758257784474863	0.0082555862964754	0.0346811997096506					0.0784089797551495	0.0	0.0119030754916394		0.0101466610617314		0.0045923079359121	0.0	0.0	0.0030844793080105	0.0044233698348802	
